Year,Company name,Reporting on a Mandatory Basis, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life issued,Number of fabric bags issued,Number of other bags issued,Any other information
2020-21,Oldrid & Co Ltd,Yes,"10,047",502.35,83.73,No costs deducted from proceeds,0,0,0,0,0,0,,418.62,Retained by the business,,:,:,:,:,:,:,
2020-21,One Stop Stores Ltd,Yes,"7,305",365.25,60.88,No costs deducted from proceeds,0,0,0,0,0,0,,304.37,Donated,,:,:,:,:,:,:,
2020-21,Paultons Park Ltd,Yes,"50,923","2,546.15",424.36,No costs deducted from proceeds,0,0,0,0,0,0,,"2,121.79",Donated,,"2,122.00",Health,:,:,:,:,
2020-21,Pavers Ltd,Yes,"120,015","6,000.75","1,000.13",No costs deducted from proceeds,0,0,0,0,0,0,,"5,000.62",Donated,,:,:,:,:,:,:,
2020-21,Petrogas Group Uk Ltd,Yes,"253,426","12,671.30","2,111.88",No costs deducted from proceeds,0,0,0,0,0,0,,"10,559.42",Donated,,"6,500.00",Charity/volunteering,:,:,:,:,The balance will be donated in the coming months
2020-21,Pets at Home Limited,Yes,"917,735","45,886.75","7,647.79",No costs deducted from proceeds,0,0,0,0,0,0,,"38,238.96",Donated,,"38,238.96",Charity/volunteering,:,:,:,:,
2020-21,PGL Travel Ltd,Yes,23,1.15,0.19,No costs deducted from proceeds,0,0,0,0,0,0,,0.96,Donated,,0.92,Charity/volunteering,:,:,:,:,
2020-21,Pillbox 38 UK Ltd,Yes,"36,413","1,820.65",303.44,No costs deducted from proceeds,0,0,0,0,0,0,,"1,517.21",Donated,,:,:,:,:,:,:,
2020-21,Portmeirion Group UK Limited,Yes,"13,618",680.9,113.48,No costs deducted from proceeds,0,0,0,0,0,0,,567.42,Donated,,:,:,:,:,:,:,
2020-21,Post Office Limited,Yes,65,3.25,0.54,No costs deducted from proceeds,0,0,0,0,0,0,,2.71,Donated,,:,:,:,:,:,:,
2020-21,Poundland Limited ,Yes,"75,328","3,766.40",627.73,No costs deducted from proceeds,0,0,0,0,0,0,,"3,138.67","Put to other uses, provide details in the box below",This will be donated,:,:,:,:,:,:,
2020-21,Poundstretcher Ltd,Yes,"2,145,945","107,297.25","17,882.88",No costs deducted from proceeds,0,0,0,0,0,0,,"89,414.37",Retained by the business,,:,:,:,:,:,:,
2020-21,Pret A Manger (Europe) Ltd,Yes,"13,287",664.35,110.73,No costs deducted from proceeds,0,0,0,0,0,0,,553.62,Donated,,:,:,:,:,:,:,
2020-21,Princess Alice Hospice,Yes,"14,512",725.6,120.93,No costs deducted from proceeds,0,0,0,0,0,0,,604.67,Donated,,:,:,:,:,:,:,
2020-21,QVC,Yes,"3,823",191.15,31.86,No costs deducted from proceeds,0,0,0,0,0,0,,159.29,Donated,,159.29,Causes chosen by customers/staff,:,:,:,:,Data identified by sales reports generated by epos system
2020-21,Radstock Co-operative Society Limited,Yes,"578,072","34,632.65","5,772.11",No costs deducted from proceeds,0,0,0,0,0,0,,"28,860.54","Donated,Put to other uses, provide details in the box below",Invested in the development of biodegradable bags,:,:,:,:,:,:,
2020-21,Red 5 (Retail) Limited,No,51,2.55,0.43,No costs deducted from proceeds,0,0,0,0,0,0,,2.12,Donated,,2.13,"Charity/volunteering,Health,Causes chosen by customers/staff",:,:,:,:,
2020-21,Richer Sounds Ltd,Yes,81,4.05,0.68,No costs deducted from proceeds,0,0,0,0,0,0,,3.37,Donated,,:,:,:,:,:,:,
2020-21,River Island Clothing Co Ltd,Yes,"2,230,734","223,073.40","37,178.90",No costs deducted from proceeds,0,0,0,0,0,0,,"185,894.50",Donated,,"185,894.50",Charity/volunteering,:,:,:,:,
2020-21,Robert Dyas Holdings Limited,Yes,"572,563","28,628.15","4,771.36",No costs deducted from proceeds,0,0,0,0,0,0,,"23,856.79",Donated,,:,:,:,:,:,:,
2020-21,Roman Originals plc,Yes,"91,715","4,585.75",764.29,No costs deducted from proceeds,0,0,0,0,0,0,,"3,821.46",Donated,,:,:,:,:,:,:,
2020-21,Roys (Wroxham) Limited,Yes,"325,857","16,292.85","2,715.48",No costs deducted from proceeds,0,0,0,0,0,0,,"13,577.37",Donated,,"13,577.37",Causes chosen by customers/staff,:,:,:,:,
2020-21,Ryman Limited,Yes,"352,829","17,641.45","2,940.24",No costs deducted from proceeds,0,0,0,0,0,0,,"14,701.21",Donated,,:,:,:,:,:,:,
2020-21,Sainsbury's,Yes,977,48.85,8.14,No costs deducted from proceeds,0,0,0,0,0,0,,40.71,Donated,,40.71,Causes chosen by customers/staff,:,:,:,:,
2020-21,Sally Salon Services Ltd,Yes,"15,083",754.15,125.69,No costs deducted from proceeds,0,0,0,0,0,0,,628.46,Donated,,:,:,:,:,:,:,
2020-21,The Salvation Army,Yes,"16,541",827.05,137.84,No costs deducted from proceeds,0,0,0,0,0,0,,689.21,Donated,,:,:,:,:,:,:,
2020-21,Scottish Midland Co-operative Society Ltd,Yes,"284,026","14,201.30","2,366.88",No costs deducted from proceeds,0,0,0,0,0,0,,"11,834.42",Donated,,"11,834.42",Causes chosen by customers/staff,:,:,:,:,
2020-21,Screwfix Direct Ltd,Yes,"9,039",451.95,15.35,No costs deducted from proceeds,0,0,0,0,0,0,,436.6,Donated,,436.6,Charity/volunteering,:,:,:,:,
2020-21,Semi Chem,Yes,"8,416",420.8,70.13,No costs deducted from proceeds,0,0,0,0,0,0,,350.67,Donated,,350.67,Causes chosen by customers/staff,:,:,:,:,
2020-21,SKECHERS USA LTD,Yes,291,14.55,2.43,No costs deducted from proceeds,0,0,0,0,0,0,,12.12,Donated,,12.43,Charity/volunteering,:,:,:,:,
2020-21,Smiggle UK Limited,Yes,"139,388","6,969.40","1,161.57",No costs deducted from proceeds,0,0,0,0,0,0,,"5,807.83",Retained by the business,,:,:,:,:,:,"41,076","All bags regardless of size/quality are charged at 5p. Our high quality plastic bags (unlike grocery or supermarket bags) cost us more than 5p per bag. Whilst there are no net proceeds from the sale of carrier bags in Smiggle currently, we are absolutely committed to donating any future net proceeds to charity and closely monitor this."
2020-21,Smyths Toys UK Limited,Yes,"1,487,864","74,393.20","12,398.87",No costs deducted from proceeds,0,0,0,0,0,0,,"61,994.33",Donated,,"61,994.33",Health,:,:,:,:,
2020-21,Snappy Snaps,No,729,36.45,6.08,No costs deducted from proceeds,0,0,0,0,0,0,,30.37,Donated,,:,:,:,:,:,:,
2020-21,Sodexo Ltd,Yes,138,6.9,1.15,No costs deducted from proceeds,0,0,0,0,0,0,,5.75,"Put to other uses, provide details in the box below",The small amount will be donated before end of May,:,:,:,:,:,:,
2020-21,Southampton City Council,Yes,195,9.75,1.63,No costs deducted from proceeds,0,0,0,0,0,0,,8.12,Donated,,8.12,Charity/volunteering,:,:,:,:,
2020-21,Sportswift Ltd T/A Card Factory,Yes,"383,744","19,187.20","3,197.87",No costs deducted from proceeds,0,0,0,0,0,0,,"15,989.33",Donated,,:,:,:,:,:,:,
2020-21,SSP UK Limited,Yes,"4,754",237.7,39.62,No costs deducted from proceeds,0,0,0,0,0,0,,198.08,Donated,,:,:,:,:,:,:,
2020-21,St Peter's Hospice,Yes,"28,108","1,405.40",234.23,No costs deducted from proceeds,0,0,0,0,0,0,,"1,171.17",Retained by the business,,:,:,:,:,:,:,
2020-21,Sue Ryder,Yes,"166,562","16,243.10","2,707.18",No costs deducted from proceeds,0,0,0,0,0,0,,"13,535.92",Donated,,:,:,:,:,:,:,
2020-21,Sunrise Records & Entertainment Ltd T/A HMV,Yes,"87,017","4,350.85",725.14,"1,000.00",0,0,0,500,500,0,,"2,625.71",Donated,,:,:,:,:,:,:,
2020-21,Tate Bros. Ltd,Yes,"43,691","2,994.65",499.11,No costs deducted from proceeds,0,0,0,0,0,0,,"2,495.54","Donated,Retained by the business",,:,:,:,:,:,:,
2020-21,Tesco Stores Ltd,Yes,"11,889,176","594,458.80","99,076.47",No costs deducted from proceeds,0,0,0,0,0,0,,"495,382.33",Donated,,"495,382.33",Causes chosen by customers/staff,:,:,:,:,Tesco has donated the proceeds from the sale of their single use bags and the profits from their bags for life to good causes in 2020/21. They donated a total of £6.1 million to good causes in England
2020-21,The Children's Society,Yes,"34,541","1,727.05",287.84,No costs deducted from proceeds,0,0,0,0,0,0,,"1,439.21",Retained by the business,,:,:,:,:,:,:,
2020-21,The Co-operative Group,Yes,"95,462,928","4,773,146.40","795,524.40",No costs deducted from proceeds,0,0,0,0,0,0,,"3,977,622.00",Donated,,"2,289,602.37",Causes chosen by customers/staff,:,"30,343,637","443,387",:,"The monies from the sale of single use bags was all donated.  We sold 40,512,471 compostable carrier bags, retaining all of the monies apart from the VAT as per the agreement with DEFRA. We sold 30,343,637 Bags for Life at 10p each.  In addition, we replaced 200,903 Bags for Life for free. We sold 82,310 fold-away reusable bags at £1 each. We sold 321,860 large reusable bags at £1 each. We sold 39,217 small reusable bags/wine carriers at £1 each"
2020-21,The Midcounties Co-operative,Yes,"1,251,992","62,599.60","10,433.27",No costs deducted from proceeds,0,0,0,0,0,0,,"52,166.33",Donated,,:,:,:,:,:,:,
2020-21,THE PERFUME SHOP,Yes,258,12.9,2.15,No costs deducted from proceeds,0,0,0,0,0,0,,10.75,Donated,,:,:,:,:,:,:,
2020-21,The Southern Co-operative,Yes,"6,472,752","324,067.45","54,011.24","43,150.00",0,0,0,0,"43,150.00",0,,"226,906.21",Donated,,"226,906.21","Charity/volunteering,Education,Environment,Health,Causes chosen by customers/staff",:,"1,713,841","13,307",:,
2020-21,Thorntons Ltd,Yes,"13,647","1,231.75",205.29,No costs deducted from proceeds,0,0,0,0,0,0,,"1,026.46",Donated,,"1,026.46",Environment,:,:,:,:,
2020-21,Toolstation Ltd,Yes,"263,654","13,182.70","2,197.12",No costs deducted from proceeds,0,0,0,0,0,0,,"10,985.58",Donated,,"10,985.00",Charity/volunteering,:,:,:,:,Data was produced from EPOS (Till transactions) 
2020-21,Travis Perkins plc,Yes,"18,560",928,154.67,No costs deducted from proceeds,0,0,0,0,0,0,,773.33,Donated,,742.4,Environment,:,:,:,:,
2020-21,University of Exeter,Yes,"1,694",169.4,28.23,25,25,0,0,0,0,0,,116.17,Retained by the business,,:,:,:,:,:,:,Epos Report is available on request 
2020-21,Vodafone Ltd,Yes,8,0.4,0.07,No costs deducted from proceeds,0,0,0,0,0,0,,0.33,Donated,,0.33,Charity/volunteering,:,:,:,:,
2020-21,Volkswagen Group UK Ltd,Yes,"1,689",168.9,28.15,No costs deducted from proceeds,0,0,0,0,0,0,,140.75,Donated,,168.9,Charity/volunteering,:,:,:,:,
2020-21,W Wing Yip & Brothers Trading Group Ltd,Yes,"294,096","14,906.60","2,484.43",No costs deducted from proceeds,0,0,0,0,0,0,,"12,422.17",Donated,,:,:,:,:,:,:,
2020-21,Waitrose Ltd,Yes,"26,106,407","1,305,320.35","217,553.39",No costs deducted from proceeds,0,0,0,0,0,0,,"1,087,766.96",Donated,,:,:,:,:,:,:,
2020-21,Waremoss Ltd,Yes,"8,050",402.5,67.08,No costs deducted from proceeds,0,0,0,0,0,0,,335.42,Donated,,335.42,Health,:,:,:,:,
2020-21,Warner Bros. Studios Leavesden Ltd.,Yes,"29,316","1,465.80",244.3,No costs deducted from proceeds,0,0,0,0,0,0,,"1,221.50",Donated,,"1,221.50","Charity/volunteering,Causes chosen by customers/staff",:,:,:,:,
2020-21,Warrens Bakery Limited,Yes,"6,827",341.35,56.89,No costs deducted from proceeds,0,0,0,0,0,0,,284.46,Retained by the business,,:,:,:,:,:,:,
2020-21,Waterfields Leigh Ltd,Yes,"147,918","7,476.95","1,246.16",No costs deducted from proceeds,0,0,0,0,0,0,,"6,230.79",Donated,,:,:,:,:,:,:,
2020-21,Watford Association Football Club,Yes,23,1.15,0.19,No costs deducted from proceeds,0,0,0,0,0,0,,0.96,Retained by the business,,:,:,:,:,:,:,We have stopped using plastic carrier bags
2020-21,Welcome Break Group Limited,Yes,"79,888","3,994.40",665.73,No costs deducted from proceeds,0,0,0,0,0,0,,"3,328.67",Donated,,:,:,:,:,:,:,
2020-21,WH Smith plc,Yes,"222,651","11,498.05","1,916.34",No costs deducted from proceeds,0,0,0,0,0,0,,"9,581.71",Donated,,:,:,:,:,:,:,
2020-21,Wildfowl & Wetlands Trust (Trading) Ltd,Yes,2,0.1,0.02,No costs deducted from proceeds,0,0,0,0,0,0,,0.08,Donated,,0.08,Charity/volunteering,:,:,:,:,We don't use carrier bags for online deliveries. We no longer offer plastic carrier bags for purchases and promote the use of reusable bags or offer paper bags
2020-21,Wm Morrison Supermarkets PLC,Yes,"94,946,130","4,747,306.50","274,004.00",No costs deducted from proceeds,0,0,0,0,0,0,,"4,473,302.50",Donated,,"3,545,996.00","Charity/volunteering,Education,Environment,Health",:,:,:,:,"Bags charged for use in our online operations attract VAT at a blended rate agreed with HMRC (hence the reported figure of VAT which does not equate to 20% of net proceeds). £927,308 was used to support the recycling incentive we offer to our online customers. The remaining £3,545,996 was donated to charity.		"
2020-21,Woburn Enterprises Partnership,Yes,"2,069",103.45,17.24,No costs deducted from proceeds,0,0,0,0,0,0,,86.21,Donated,,86.21,Charity/volunteering,:,:,:,:,
2020-21,Woodthorpe Hall Garden Centres Limited,Yes,"40,931","2,387.20",397.87,No costs deducted from proceeds,0,0,0,0,0,0,,"1,989.33",Donated,,:,:,:,:,:,:,taken from our EPOS data
2020-21,Wrights Pies (Shelton) Ltd,Yes,"46,892","2,344.60",390.77,50,0,0,50,0,0,0,,"1,903.83",Donated,,"1,903.83","Charity/volunteering,Causes chosen by customers/staff","34,609",:,:,:,
2020-21,YESSS (A) Electrical Ltd,Yes,"182,500","9,125.00","1,520.83",500,0,0,0,0,500,0,,"7,104.17",Donated,,"7,104.17",Causes chosen by customers/staff,:,:,:,:,
2020-21,YTC Ltd,Yes,"375,069","18,753.45","3,125.58",400,50,200,120,0,30,0,,"15,227.87","Donated,Retained by the business",,:,:,:,:,:,:,
2021-22,ALDI Stores Ltd,Yes,"26,811,282","2,681,128.20","446,854.70",No costs deducted from proceeds,0,0,0,0,0,0,,"2,234,273.50",Donated,,"2,234,273.70","Charity/volunteering,Environment,Sport",:,:,:,:,
2021-22,Archant Community Media Limited,Yes,"84,180","8,418.00","1,403.00",No costs deducted from proceeds,0,0,0,0,0,0,,"7,015.00",Donated,,"9,505.00",Causes chosen by customers/staff,:,:,:,:,
2021-22,Asda Stores Limited,Yes,"5,661,199","296,705.60","49,450.93",No costs deducted from proceeds,0,0,0,0,0,0,,"247,254.67",Donated,,"247,254.67",Charity/volunteering,:,:,:,:,
2021-22,"Ashmolean Museum, University of Oxford",No,"9,938",993.8,165.63,No costs deducted from proceeds,0,0,0,0,0,0,,828.17,Donated,,828.17,Heritage,:,:,"3,389",:,
2021-22,B&Q,Yes,"351,096","31,284.85","5,214.14",No costs deducted from proceeds,0,0,0,0,0,0,,"26,070.71",Donated,,"24,752.00",Charity/volunteering,:,"495,045",:,:,"B&Q is also contributing 5p for every Wallpaper Bag and Bag For Life sold. The total number of bags sold was: 40,000 wallpaper and 103,949 bags for life, which in total would give £7,197.45 extra contribution to the dontation. "
2021-22,"Bath & North East Somerset Council, Museums Trading",Yes,"7,011",701.1,116.85,No costs deducted from proceeds,0,0,0,0,0,0,,584.25,Donated,,584.25,"Arts,Heritage",:,:,:,:,
2021-22,bgc south ltd,Yes,"25,904","2,590.40",431.73,No costs deducted from proceeds,0,0,0,0,0,0,,"2,158.67",Donated,,"2,158.00",Charity/volunteering,:,:,:,:,
2021-22,Birds (Derby) Ltd,Yes,"320,286","32,028.60","5,338.10",No costs deducted from proceeds,0,0,0,0,0,0,,"26,690.50",Donated,,"26,680.00","Charity/volunteering,Sport",:,:,165,"1,221",
2021-22,Blackburn Rovers Football & Athletic Ltd,Yes,"9,164",916.4,183.28,No costs deducted from proceeds,0,0,0,0,0,0,,733.12,Donated,,:,:,:,:,:,:,
2021-22,Blackpool Pleasure Beach Ltd,Yes,"9,246","1,849.20",308.2,No costs deducted from proceeds,0,0,0,0,0,0,,"1,541.00",Donated,,"1,541.00",Charity/volunteering,:,:,"2,652",:,
2021-22,Blackwell UK LImited,Yes,"84,281","8,402.55","1,400.43",No costs deducted from proceeds,0,0,0,0,0,0,,"7,002.13",Donated,,:,:,:,:,:,:,
2021-22,Boux Avenue Limited,Yes,"160,697","15,157.45","2,526.24",No costs deducted from proceeds,0,0,0,0,0,0,,"12,631.21",Donated,,:,:,:,:,:,:,
2021-22,Bradfords Building Supplies Ltd,Yes,168,14.45,2.41,No costs deducted from proceeds,0,0,0,0,0,0,,12.04,Retained by the business,,:,:,:,:,:,:,
2021-22,Brighton & Hove Albion Football Club,Yes,"4,183",418.3,69.72,No costs deducted from proceeds,0,0,0,0,0,0,,348.58,Retained by the business,,:,:,:,:,:,:,
2021-22,Britannia Jinky Jersey Ltd,Yes,"29,627","2,962.70",493.78,"2,468.92",0,"2,468.92",0,0,0,0,,0,Retained by the business,,:,:,:,:,:,:,
2021-22,Bryanston Conference Centre Limited,Yes,21,1.9,0.32,No costs deducted from proceeds,0,0,0,0,0,0,,1.58,Donated,,:,:,:,:,:,:,
2021-22,C Brewer & Sons Ltd,Yes,"7,981",741.55,123.59,No costs deducted from proceeds,0,0,0,0,0,0,,617.96,Donated,,617.96,Environment,:,:,:,:,
2021-22,Cancer Research UK,Yes,"1,040,186","104,018.60","17,336.43",No costs deducted from proceeds,0,0,0,0,0,0,,"86,682.17",Donated,,"104,018.60",Charity/volunteering,:,:,:,:,
2021-22,Cardzone Ltd,Yes,"198,140","19,814.00","3,302.33",No costs deducted from proceeds,0,0,0,0,0,0,,"16,511.67",Donated,,:,:,:,:,:,:,
2021-22,Cavaghan & Gray Ltd,Yes,"4,798",442.4,73.73,No costs deducted from proceeds,0,0,0,0,0,0,,368.67,Donated,,368.67,Environment,:,:,:,"4,798",
2021-22,CDS Superstores International LTD T/A The range,Yes,"1,040,942","104,094.20","17,349.03",No costs deducted from proceeds,0,0,0,0,0,0,,"86,745.17",Donated,,:,:,:,:,:,:,
2021-22,Central England Co-Operative Society,Yes,"70,283","13,283.49","2,213.91",No costs deducted from proceeds,0,0,0,0,0,0,,"11,069.57","Donated,Put to other uses, provide details in the box below",,"11,069.58","Charity/volunteering,Education,Environment",:,"12,648,367","44,157","821,442","Funds from this year and funds from previous years have been used for repairs and Installation of Defribulators, and other donations made to Groundworks (using empty buildings for charities and community projects) and to Sustainable Space (converting derelict land over to gardening projects)"
2021-22,Chanel UK Ltd,Yes,468,468,78,No costs deducted from proceeds,0,0,0,0,0,0,,390,Donated,,:,:,:,:,:,:,
2021-22,Chelmsford Star Co-operative Society Ltd,Yes,"951,496","91,853.80","15,308.97",No costs deducted from proceeds,0,0,0,0,0,0,,"76,544.83","Donated,Put to other uses, provide details in the box below",,:,:,:,:,:,:,
2021-22,Choice Discount Stores Limited,Yes,"1,769",157.8,26.3,No costs deducted from proceeds,0,0,0,0,0,0,,131.5,Donated,,:,:,:,:,:,:,
2021-22,Choice Support,Yes,224,22.4,3.73,No costs deducted from proceeds,0,0,0,0,0,0,,18.67,Retained by the business,,:,:,:,:,:,:,Low number of bags sold this year due to shop closure for part of the year.
2021-22,City Plumbing Supplies Holdings Limited,Yes,"17,154","1,715.40",285.9,No costs deducted from proceeds,0,0,0,0,0,0,,"1,429.50",Donated,,"1,429.00",Charity/volunteering,:,:,:,:,
2021-22,Company Shop Ltd,Yes,"793,863","74,385.60","12,397.60",No costs deducted from proceeds,0,0,0,0,0,0,,"61,988.00",Donated,,"43,439.11","Charity/volunteering,Education",:,:,:,:,
2021-22,Compass Group UK and Ireland Limited,Yes,"842,580","84,258.00","14,043.00",No costs deducted from proceeds,0,0,0,0,0,0,,"70,215.00",Retained by the business,,:,:,:,:,:,:,Bags purchased includes those purchased by Compass UK&I for their business directly and franchises businesses such as M&S and Cost Cutters.  
2021-22,Cook Trading Ltd,Yes,"160,318","8,015.90","1,335.98",No costs deducted from proceeds,0,0,0,0,0,0,,"6,679.92",Donated,,"6,977.00",Charity/volunteering,:,:,:,:,
2021-22,Coopland and Son (Scarborough) Ltd,Yes,"777,196","76,795.80","12,799.30",No costs deducted from proceeds,0,0,0,0,0,0,,"63,996.50","Donated,Retained by the business",,:,:,:,:,:,:,
2021-22,D J Squire & Co Ltd,Yes,"44,246","4,424.60",737.43,No costs deducted from proceeds,0,0,0,0,0,0,,"3,687.17",Donated,,"3,687.17",Charity/volunteering,:,:,:,:,
2021-22,Deichmann Shoes UK Ltd,Yes,"530,639","44,479.30","7,413.22",No costs deducted from proceeds,0,0,0,0,0,0,,"37,066.08","Donated,Retained by the business",,:,:,:,:,:,:,
2021-22,Dobbies Garden Centres Ltd,Yes,"228,158","22,815.80","3,802.63",No costs deducted from proceeds,0,0,0,0,0,0,,"19,013.17",Donated,,:,:,:,:,:,:,"We donate this money to Teenage Cancer Trust (TCT) every year and we have done so this year again and they will be paid as below:

1. Our National Charity Partner, TCT, was paid for our				
Charity donations, including Carrier Bag proceeds, occurring from				
Dobbies Mar'21 to Jul'21 periods, on 13.08.21				
				
2. Our National Charity Partner, TCT, will be paid for our				
subsequent Charity donations, including Carrier Bag proceeds,				
occurring in Dobbies Aug'21 to Feb'22 period, in Apr'22				
				
3. Our remaining Carrier Bag proceeds, through to 06.04.22, will be				
included in our Q1 donations to pay over to TCT later this year				

"
2021-22,Dunelm (Soft Furnishings) Ltd,Yes,"1,536,878","274,501.00","45,750.17",No costs deducted from proceeds,0,0,0,0,0,0,,"228,750.83",Donated,,:,:,:,:,:,:,
2021-22,DURHAM COUNTY COUNCIL,Yes,574,54.05,9.01,No costs deducted from proceeds,0,0,0,0,0,0,,45.04,Donated,,:,:,:,:,:,:,
2021-22,Edmundson Electrical Ltd,Yes,"1,499",144.3,24.05,No costs deducted from proceeds,0,0,0,0,0,0,,120.25,Donated,,250,Environment,:,:,:,:,donation of £250 made to the canal and river trust.
2021-22,Elim Foursquare Gospel Alliance,Yes,22,1.1,0,No costs deducted from proceeds,0,0,0,0,0,0,,1.1,Donated,,3.45,Charity/volunteering,:,:,:,:,
2021-22,Elior UK,Yes,"17,681","1,797.45",299.58,No costs deducted from proceeds,0,0,0,0,0,0,,"1,497.88",Donated,,"1,497.28",Charity/volunteering,:,:,:,:,
2021-22,Ellis Brigham Ltd,Yes,195,18.15,3.03,No costs deducted from proceeds,0,0,0,0,0,0,,15.13,Retained by the business,,:,:,:,:,:,:,
2021-22,Estee Lauder Cosmetics Limited,Yes,"9,812",981.2,163.53,No costs deducted from proceeds,0,0,0,0,0,0,,817.67,Donated,,:,:,:,:,:,:,
2021-22,Eyre & Elliston Ltd,Yes,85,42.5,7.08,No costs deducted from proceeds,0,0,0,0,0,0,,35.42,Donated,,:,:,:,:,:,:,
2021-22,F Hinds Ltd,Yes,"39,184","3,918.40",653.07,No costs deducted from proceeds,0,0,0,0,0,0,,"3,265.33",Donated,,:,:,:,:,:,:,
2021-22,Farmfoods Limited,Yes,"8,585,328","1,349,266.40","224,877.73",No costs deducted from proceeds,0,0,0,0,0,0,,"1,124,388.67","Donated,Retained by the business,Put to other uses, provide details in the box below",Farmfoods continues to support charities and sports throughout the UK with profit from the sale of carriers,:,:,:,:,:,:,
2021-22,Glasswells Ltd,Yes,"2,624",262.4,43.73,No costs deducted from proceeds,0,0,0,0,0,0,,218.67,Donated,,:,:,:,:,:,:,
2021-22,Grafton Merchanting GB Ltd,Yes,"1,130",56.5,9.42,No costs deducted from proceeds,0,0,0,0,0,0,,47.08,Donated,,94.17,Charity/volunteering,:,:,:,:,
2021-22,Greggs plc,Yes,"83,628","8,362.80","1,393.80",No costs deducted from proceeds,0,0,0,0,0,0,,"6,969.00",Donated,,:,:,:,:,:,:,
2021-22,H.I. Weldrick Ltd.,Yes,"9,643",964.3,160.72,150.48,0,150.48,0,0,0,0,,653.1,Donated,,:,:,:,:,:,:,
2021-22,Halfords Group Plc,Yes,"129,192","11,914.80","1,985.80",359,0,0,0,0,0,359,Total figure only,"9,570.00",Donated,,:,:,:,:,:,:,
2021-22,HAMLEYS OF LONDON LIMITED,Yes,"367,527","80,043.50","13,340.58",No costs deducted from proceeds,0,0,0,0,0,0,,"66,702.92","Donated,Retained by the business,Put to other uses, provide details in the box below",Money collected that has not been fully donated yet and will be donated in future period,"20,000.00",Charity/volunteering,:,:,:,:,"We had sold bags as per below details :
Charge	No. of bags
5p	         11,922 
10p	            7,862 
20p	       256,617 
30p	         91,126 
Total bags 367,527

Total proceeds collected (Excluding VAT) -  GBP 66,703
"
2021-22,Haskins Garden Centres Ltd,Yes,"40,537","3,896.05",649.34,No costs deducted from proceeds,0,0,0,0,0,0,,"3,246.71",Donated,,:,:,:,:,:,:,
2021-22,Heart of England Co-operative Society Limited,Yes,"1,547,554","154,107.55","25,684.59",No costs deducted from proceeds,0,0,0,0,0,0,,"128,422.96",Donated,,:,:,:,:,:,:,
2021-22,Heathcoat Fabrics Limited,Yes,314,31.4,5.23,No costs deducted from proceeds,0,0,0,0,0,0,,26.17,Donated,,31.4,Environment,:,:,:,:,
2021-22,Helston Garages Ltd,Yes,"1,963",185.9,30.98,No costs deducted from proceeds,0,0,0,0,0,0,,154.92,Donated,,154.92,Charity/volunteering,:,:,:,:,
2021-22,Hillier Nurseries Ltd,Yes,"19,207","1,920.70",320.12,No costs deducted from proceeds,0,0,0,0,0,0,,"1,600.58",Donated,,:,:,:,:,:,:,
2021-22,Hobbycraft Trading Ltd,Yes,"108,772","10,435.20","1,739.20",No costs deducted from proceeds,0,0,0,0,0,0,,"8,696.00",Donated,,:,:,:,:,:,:,
2021-22,Hotel Chocolat Retail Ltd,Yes,"1,243",122.7,20.45,No costs deducted from proceeds,0,0,0,0,0,0,,102.25,Donated,,122.7,Charity/volunteering,:,:,:,:,
2021-22,House of Lords Catering and Retail Services,Yes,28,1.4,0.23,No costs deducted from proceeds,0,0,0,0,0,0,,1.17,Retained by the business,,1.17,"Arts,Charity/volunteering,Heritage",:,:,:,:,
2021-22,Hughes TV and Audio Limited,Yes,"1,172",117.2,19.53,No costs deducted from proceeds,0,0,0,0,0,0,,97.67,Donated,,98,"Charity/volunteering,Health,Causes chosen by customers/staff",:,:,:,:,
2021-22,Iceland Foods Ltd,Yes,"1,410",70.5,11.75,No costs deducted from proceeds,0,0,0,0,0,0,,58.75,Donated,,:,:,:,:,:,:,
2021-22,Imperial War Museum,Yes,"15,390","1,535.05",255.84,No costs deducted from proceeds,0,0,0,0,0,0,,"1,279.21",Retained by the business,,:,:,:,:,:,:,
2021-22,J Barbour & Sons Ltd,Yes,"3,234",286.6,47.77,No costs deducted from proceeds,0,0,0,0,0,0,,238.83,Donated,,238.83,"Environment,Heritage",:,:,:,:,
2021-22,J.P.MCDOUGALL & CO.LIMITED Trading as Dulux Decorator Centres,Yes,"4,540",454,75.67,No costs deducted from proceeds,0,0,0,0,0,0,,378.33,Donated,,:,:,:,:,:,:,
2021-22,Jacobs & Turner Ltd,Yes,"338,318","32,060.65","5,343.44",No costs deducted from proceeds,0,0,0,0,0,0,,"26,717.21",Retained by the business,,:,:,:,:,:,:,
